date,ticker,close,volume
2022-10-11,GLD,186.47,3663910
2022-10-11,VNQ,93.28,3191048
2022-10-12,SPY,375.49,152626395
2022-10-12,QQQ,330.8,62827125
2022-10-12,IWM,165.51,44966004
2022-10-12,EFA,73.81,15071481
2022-10-12,TLT,100.44,14813717
2022-10-12,LQD,113.54,11386441
2022-10-12,GLD,183.79,7230860
2022-10-12,VNQ,93.27,4732004
2022-10-13,SPY,371.79,45644191
2022-10-13,QQQ,325.58,34279737
2022-10-13,IWM,163.81,36066795
2022-10-13,EFA,73.1,18811699
2022-10-13,TLT,101.64,17955622
2022-10-13,LQD,113.85,22595504
2022-10-13,GLD,185.78,4456582
2022-10-13,VNQ,92.72,4438956
2022-10-14,SPY,372.15,85541885
2022-10-14,QQQ,327.25,34818743
2022-10-14,IWM,163.02,35861762
2022-10-14,EFA,73.81,27218022
2022-10-14,TLT,101.69,18203885
2022-10-14,LQD,113.95,7959329
2022-10-14,GLD,187.72,6790052
2022-10-14,VNQ,92.17,3925541
2022-10-17,SPY,370.48,104897393
2022-10-17,QQQ,326.59,73983538
2022-10-17,IWM,160.62,24794766
2022-10-17,EFA,74.15,20976918
2022-10-17,TLT,103.22,14297928
2022-10-17,LQD,114.29,15555860
2022-10-17,GLD,186.69,7793759
2022-10-17,VNQ,91.33,5425891
2022-10-18,SPY,369.04,89474202
2022-10-18,QQQ,325.67,66136829
2022-10-18,IWM,160.61,43601288
2022-10-18,EFA,73.47,11210805
2022-10-18,TLT,103.86,20479605
2022-10-18,LQD,114.93,33339403
2022-10-18,GLD,187.65,4903500
2022-10-18,VNQ,90.88,6264379
2022-10-19,SPY,366.37,97971013
2022-10-19,QQQ,325.4,75316428
2022-10-19,IWM,158.06,26486077
2022-10-19,EFA,73.24,9201525
2022-10-19,TLT,105.33,16829645
2022-10-19,LQD,115.01,11679555
2022-10-19,GLD,189.57,8143150
2022-10-19,VNQ,90.47,2540621
2022-10-20,SPY,358.82,121911357
2022-10-20,QQQ,316.07,57138421
2022-10-20,IWM,154.68,62345158
2022-10-20,EFA,71.99,11772167
2022-10-20,TLT,105.26,30645732
2022-10-20,LQD,114.42,11753753
2022-10-20,GLD,185.86,14117633
2022-10-20,VNQ,88.18,7228043
2022-10-21,SPY,361.85,65620355
2022-10-21,QQQ,319.44,50382987
2022-10-21,IWM,156.3,30349330
2022-10-21,EFA,71.74,10859753
2022-10-21,TLT,104.45,14059281
2022-10-21,LQD,115.02,8428753
2022-10-21,GLD,185.58,6681003
2022-10-21,VNQ,88.21,3219736
2022-10-24,SPY,362.91,81249156
2022-10-24,QQQ,321.06,28358765
2022-10-24,IWM,156.26,20786044
2022-10-24,EFA,72.73,15708848
2022-10-24,TLT,104.65,43605506
2022-10-24,LQD,114.97,14951881
2022-10-24,GLD,185.34,13728903
2022-10-24,VNQ,88.79,4597960
2022-10-25,SPY,360.08,111934367
2022-10-25,QQQ,321.25,53433287
2022-10-25,IWM,156.12,35214818
2022-10-25,EFA,72.99,19381580
2022-10-25,TLT,105.14,21459124
2022-10-25,LQD,115.44,10536867
2022-10-25,GLD,185.96,7757393
2022-10-25,VNQ,88.28,9586015
2022-10-26,SPY,356.65,149646591
2022-10-26,QQQ,318.38,116805014
2022-10-26,IWM,154.38,53137606
2022-10-26,EFA,72.64,24637362
2022-10-26,TLT,104.22,36016389
2022-10-26,LQD,114.45,54443913
2022-10-26,GLD,183.38,14883625
2022-10-26,VNQ,88.25,8349792
2022-10-27,SPY,343.45,252683504
2022-10-27,QQQ,301.15,36350045
2022-10-27,IWM,149.61,20528145
2022-10-27,EFA,70.04,34625215
2022-10-27,TLT,104.92,62892090
2022-10-27,LQD,113.3,46156672
2022-10-27,GLD,183.0,16052129
2022-10-27,VNQ,86.51,14786676
2022-10-28,SPY,336.18,79772418
2022-10-28,QQQ,294.99,79849029
2022-10-28,IWM,146.89,48653834
2022-10-28,EFA,69.1,26987814
2022-10-28,TLT,106.27,28382264
2022-10-28,LQD,113.48,30764163
2022-10-28,GLD,180.92,18455003
2022-10-28,VNQ,89.01,8266104
2022-10-31,SPY,336.25,76015093
2022-10-31,QQQ,292.02,76408246
2022-10-31,IWM,149.58,46464261
2022-10-31,EFA,69.35,17927111
2022-10-31,TLT,104.81,10057861
2022-10-31,LQD,113.56,9828625
2022-10-31,GLD,179.12,11113689
2022-10-31,VNQ,91.26,5814717
2022-11-01,SPY,333.78,58497853
2022-11-01,QQQ,290.83,89937011
2022-11-01,IWM,147.26,64085513
2022-11-01,EFA,68.41,13095832
2022-11-01,TLT,104.94,26076688
2022-11-01,LQD,112.58,17282478
2022-11-01,GLD,177.16,16072116
2022-11-01,VNQ,89.65,3722505
2022-11-02,SPY,334.32,112440480
2022-11-02,QQQ,290.7,58566157
2022-11-02,IWM,149.25,41199260
2022-11-02,EFA,68.02,15350757
2022-11-02,TLT,103.86,21083657
2022-11-02,LQD,111.92,14339423
2022-11-02,GLD,176.96,5224831
2022-11-02,VNQ,89.36,2736914
2022-11-03,SPY,332.96,83536355
2022-11-03,QQQ,286.84,57652711
2022-11-03,IWM,148.25,39594822
2022-11-03,EFA,67.91,18961169
2022-11-03,TLT,104.35,11674656
2022-11-03,LQD,112.5,18752980
2022-11-03,GLD,176.31,13764416
2022-11-03,VNQ,88.43,2993648
2022-11-04,SPY,335.24,111166609
2022-11-04,QQQ,291.78,34267394
2022-11-04,IWM,148.45,28440458
2022-11-04,EFA,68.68,21542810
2022-11-04,TLT,104.69,23982500
2022-11-04,LQD,112.18,20988645
2022-11-04,GLD,178.22,8240142
2022-11-04,VNQ,86.49,2655019
2022-11-07,SPY,338.88,137448803
2022-11-07,QQQ,297.05,48861023
2022-11-07,IWM,150.2,19523581
2022-11-07,EFA,68.99,17602526
2022-11-07,TLT,103.08,23068642
2022-11-07,LQD,111.53,13605498
2022-11-07,GLD,178.84,8942363
2022-11-07,VNQ,85.8,4792776
2022-11-08,SPY,335.7,116266424
2022-11-08,QQQ,296.28,27880179
2022-11-08,IWM,149.65,38314234
2022-11-08,EFA,68.09,31786435
2022-11-08,TLT,103.29,28340732
2022-11-08,LQD,111.15,28117295
2022-11-08,GLD,178.27,9835259
2022-11-08,VNQ,85.84,5778058
2022-11-09,SPY,330.23,52917704
2022-11-09,QQQ,290.83,81356741
2022-11-09,IWM,146.79,30027598
2022-11-09,EFA,67.95,10845819
2022-11-09,TLT,102.82,18905962
2022-11-09,LQD,111.16,14223547
2022-11-09,GLD,178.27,8378918
2022-11-09,VNQ,85.21,5007968
2022-11-10,SPY,327.08,62362070
2022-11-10,QQQ,284.16,42433686
2022-11-10,IWM,146.16,26226205
2022-11-10,EFA,67.38,26275639
2022-11-10,TLT,103.75,16248387
2022-11-10,LQD,111.32,14110300
2022-11-10,GLD,179.18,8279592
2022-11-10,VNQ,84.38,5686741
2022-11-11,SPY,329.65,47008323
2022-11-11,QQQ,288.06,44093615
2022-11-11,IWM,146.93,25031294
2022-11-11,EFA,67.2,13887264
2022-11-11,TLT,102.93,19334894
2022-11-11,LQD,111.84,15741219
2022-11-11,GLD,179.51,14290617
2022-11-11,VNQ,83.98,2869099
2022-11-14,SPY,327.13,36862520
2022-11-14,QQQ,288.14,33217951
2022-11-14,IWM,145.32,27978919
2022-11-14,EFA,67.19,17889821
2022-11-14,TLT,104.19,25008648
2022-11-14,LQD,112.49,10805383
2022-11-14,GLD,178.43,4651229
2022-11-14,VNQ,83.46,5081548
2022-11-15,SPY,329.14,46320167
2022-11-15,QQQ,290.59,64804401
2022-11-15,IWM,145.68,23365683
2022-11-15,EFA,67.05,17814468
2022-11-15,TLT,103.74,28344912
2022-11-15,LQD,112.86,22156601
2022-11-15,GLD,179.9,8626710
2022-11-15,VNQ,83.54,7181419
2022-11-16,SPY,333.52,152709179
2022-11-16,QQQ,297.51,29937670
2022-11-16,IWM,148.73,33076731
2022-11-16,EFA,67.82,9476432
2022-11-16,TLT,104.13,33811099
2022-11-16,LQD,113.81,10483541
2022-11-16,GLD,177.78,7766798
2022-11-16,VNQ,84.32,3365468
2022-11-17,SPY,335.67,129234367
2022-11-17,QQQ,297.35,76773397
2022-11-17,IWM,149.36,41332897
2022-11-17,EFA,68.7,32903894
2022-11-17,TLT,103.49,19062426
2022-11-17,LQD,114.63,16420092
2022-11-17,GLD,177.25,11438885
2022-11-17,VNQ,85.24,6037578
2022-11-18,SPY,335.59,70644742
2022-11-18,QQQ,299.04,40521422
2022-11-18,IWM,148.31,25602756
2022-11-18,EFA,68.37,9851166
2022-11-18,TLT,103.95,12990719
2022-11-18,LQD,115.04,13442235
2022-11-18,GLD,177.72,9336332
2022-11-18,VNQ,85.79,5487106
2022-11-21,SPY,334.01,81128995
2022-11-21,QQQ,296.68,38215257
2022-11-21,IWM,147.77,26751876
2022-11-21,EFA,67.38,19710040
2022-11-21,TLT,103.09,14108862
2022-11-21,LQD,114.16,19261884
2022-11-21,GLD,175.94,4774863
2022-11-21,VNQ,84.57,8338868
2022-11-22,SPY,335.55,100384411
2022-11-22,QQQ,298.59,92713581
2022-11-22,IWM,148.83,18310734
2022-11-22,EFA,67.8,12770749
2022-11-22,TLT,104.16,28149179
2022-11-22,LQD,115.23,14709367
2022-11-22,GLD,177.72,6159777
2022-11-22,VNQ,83.6,3813662
2022-11-23,SPY,335.85,104679784
2022-11-23,QQQ,301.34,44556283
2022-11-23,IWM,149.83,26648958
2022-11-23,EFA,69.23,21298806
2022-11-23,TLT,104.35,32599728
2022-11-23,LQD,115.12,11652558
2022-11-23,GLD,180.16,7475672
2022-11-23,VNQ,83.95,5311007
2022-11-24,SPY,334.73,80889363
2022-11-24,QQQ,301.1,35096007
2022-11-24,IWM,148.4,20887509
2022-11-24,EFA,68.59,14975291
2022-11-24,TLT,105.26,28411209
2022-11-24,LQD,114.0,20169740
2022-11-24,GLD,183.1,9296880
2022-11-24,VNQ,83.75,8852057
2022-11-25,SPY,335.84,47632456
2022-11-25,QQQ,299.25,64558261
2022-11-25,IWM,147.0,28003482
2022-11-25,EFA,68.74,14667134
2022-11-25,TLT,106.99,26829752
2022-11-25,LQD,114.13,10993293
2022-11-25,GLD,182.71,9240417
2022-11-25,VNQ,83.1,8801670
2022-11-28,SPY,335.88,54462203
2022-11-28,QQQ,299.36,63430661
2022-11-28,IWM,148.1,27709308
2022-11-28,EFA,68.63,13271850
2022-11-28,TLT,107.25,14995995
2022-11-28,LQD,114.68,23118288
2022-11-28,GLD,186.07,7634276
2022-11-28,VNQ,81.97,5358197
2022-11-29,SPY,337.23,74123010
2022-11-29,QQQ,299.6,79999288
2022-11-29,IWM,149.07,37075977
2022-11-29,EFA,68.68,18349711
2022-11-29,TLT,107.61,14654442
2022-11-29,LQD,115.74,13758624
2022-11-29,GLD,185.16,15296802
2022-11-29,VNQ,81.76,6458062
2022-11-30,SPY,337.38,105355649
2022-11-30,QQQ,299.56,60023686
2022-11-30,IWM,150.51,61430044
2022-11-30,EFA,68.49,11776243
2022-11-30,TLT,108.18,9116981
2022-11-30,LQD,116.09,26393696
2022-11-30,GLD,183.96,9685368
2022-11-30,VNQ,82.64,6446011
2022-12-01,SPY,338.9,71771510
2022-12-01,QQQ,301.88,70173423
2022-12-01,IWM,151.45,33330199
2022-12-01,EFA,68.96,28680866
2022-12-01,TLT,107.5,17965038
2022-12-01,LQD,116.3,16087940
2022-12-01,GLD,184.52,8412485
2022-12-01,VNQ,83.03,6213310
2022-12-02,SPY,341.1,85541012
2022-12-02,QQQ,304.59,36331886
2022-12-02,IWM,152.31,28793589
2022-12-02,EFA,69.22,15364689
2022-12-02,TLT,107.52,14118523
2022-12-02,LQD,116.28,11035124
2022-12-02,GLD,186.0,9936759
2022-12-02,VNQ,83.69,2894468
2022-12-05,SPY,342.41,71702715
2022-12-05,QQQ,306.54,33945128
2022-12-05,IWM,152.88,50848473
2022-12-05,EFA,69.79,22857759
2022-12-05,TLT,106.77,21347728
2022-12-05,LQD,116.57,15353424
2022-12-05,GLD,183.11,8257545
2022-12-05,VNQ,84.13,2627999
2022-12-06,SPY,337.3,75946945
2022-12-06,QQQ,303.67,47807383
2022-12-06,IWM,149.5,39199322
2022-12-06,EFA,69.52,8287929
2022-12-06,TLT,108.51,13887543
2022-12-06,LQD,117.03,20151374
2022-12-06,GLD,186.13,17366020
2022-12-06,VNQ,83.13,4564586
2022-12-07,SPY,340.89,100401227
2022-12-07,QQQ,307.22,61343398
2022-12-07,IWM,152.29,9581591
2022-12-07,EFA,70.56,14838015
2022-12-07,TLT,108.74,44134293
2022-12-07,LQD,117.46,11941116
2022-12-07,GLD,185.51,5890634
2022-12-07,VNQ,84.26,6773319
2022-12-08,SPY,335.77,107744288
2022-12-08,QQQ,300.13,50609475
2022-12-08,IWM,149.69,35053284
2022-12-08,EFA,69.5,15693789
2022-12-08,TLT,110.4,9576268
2022-12-08,LQD,116.91,10681351
2022-12-08,GLD,185.58,10567158
2022-12-08,VNQ,83.76,5049113
2022-12-09,SPY,335.44,79361920
2022-12-09,QQQ,299.15,50381090
2022-12-09,IWM,148.33,23088693
2022-12-09,EFA,69.47,20251302
2022-12-09,TLT,111.95,18790309
2022-12-09,LQD,118.03,26052416
2022-12-09,GLD,185.95,9240804
2022-12-09,VNQ,82.3,3671456
2022-12-12,SPY,331.26,69937494
2022-12-12,QQQ,296.87,46194238
2022-12-12,IWM,147.4,49900454
2022-12-12,EFA,68.41,16113898
2022-12-12,TLT,111.95,12240754
2022-12-12,LQD,117.65,21302139
2022-12-12,GLD,184.64,10414702
2022-12-12,VNQ,82.98,4649765
2022-12-13,SPY,332.44,88784000
2022-12-13,QQQ,298.38,46911566
2022-12-13,IWM,147.88,20213753
2022-12-13,EFA,68.15,12238039
2022-12-13,TLT,112.39,14491209
2022-12-13,LQD,117.67,28422694
2022-12-13,GLD,186.02,7622956
2022-12-13,VNQ,82.4,4583181
2022-12-14,SPY,328.84,68031095
2022-12-14,QQQ,294.27,29386622
2022-12-14,IWM,145.89,26310853
2022-12-14,EFA,67.88,13023903
2022-12-14,TLT,113.54,16478831
2022-12-14,LQD,117.64,13923198
2022-12-14,GLD,187.71,11738944
2022-12-14,VNQ,82.49,3739871
2022-12-15,SPY,331.28,107548952
2022-12-15,QQQ,297.46,31223592
2022-12-15,IWM,146.75,25968069
2022-12-15,EFA,69.25,9292669
2022-12-15,TLT,112.17,15948073
2022-12-15,LQD,117.22,17801819
2022-12-15,GLD,188.57,15701571
2022-12-15,VNQ,83.3,5380173
2022-12-16,SPY,332.83,98157249
2022-12-16,QQQ,300.2,21472718
2022-12-16,IWM,147.87,48316414
2022-12-16,EFA,70.08,17939779
2022-12-16,TLT,111.88,23716388
2022-12-16,LQD,117.65,27478264
2022-12-16,GLD,188.01,6283610
2022-12-16,VNQ,84.35,4587071
2022-12-19,SPY,337.49,104243635
2022-12-19,QQQ,304.17,52648543
2022-12-19,IWM,148.7,38305142
2022-12-19,EFA,70.48,19539749
2022-12-19,TLT,112.93,35269567
2022-12-19,LQD,118.0,15020631
2022-12-19,GLD,187.85,8278240
2022-12-19,VNQ,84.0,3128170
2022-12-20,SPY,341.5,122873782
2022-12-20,QQQ,310.53,40603352
2022-12-20,IWM,151.05,21537663
2022-12-20,EFA,71.62,17750907
2022-12-20,TLT,111.3,8097775
2022-12-20,LQD,118.22,11577109
2022-12-20,GLD,186.61,7215333
2022-12-20,VNQ,86.13,5893470
2022-12-21,SPY,341.76,86633198
2022-12-21,QQQ,312.57,52382171
2022-12-21,IWM,149.19,16503329
2022-12-21,EFA,71.39,19545333
2022-12-21,TLT,111.99,26496180
2022-12-21,LQD,119.18,12134923
2022-12-21,GLD,183.86,8621631
2022-12-21,VNQ,85.52,7398108
2022-12-22,SPY,336.8,87212090
2022-12-22,QQQ,306.91,49016755
2022-12-22,IWM,146.09,32981281
2022-12-22,EFA,70.94,24095551
2022-12-22,TLT,112.07,16129663
2022-12-22,LQD,118.37,16537381
2022-12-22,GLD,182.81,8020358
2022-12-22,VNQ,83.27,6316611
2022-12-23,SPY,341.5,113301404
2022-12-23,QQQ,311.35,41623167
2022-12-23,IWM,147.6,34094472
2022-12-23,EFA,71.7,8603412
2022-12-23,TLT,112.8,11963075
2022-12-23,LQD,119.61,22920766
2022-12-23,GLD,183.98,3690194
2022-12-23,VNQ,83.52,7560522
2022-12-26,SPY,337.73,62919566
2022-12-26,QQQ,305.79,59064411
2022-12-26,IWM,146.23,45266645
2022-12-26,EFA,70.97,16237015
2022-12-26,TLT,113.22,12117624
2022-12-26,LQD,119.81,9395702
2022-12-26,GLD,183.77,10375989
2022-12-26,VNQ,83.9,7581499
2022-12-27,SPY,332.52,78430066
2022-12-27,QQQ,303.21,72407745
2022-12-27,IWM,144.18,41976575
2022-12-27,EFA,70.04,21102985
2022-12-27,TLT,113.76,34426092
2022-12-27,LQD,119.51,47602031
2022-12-27,GLD,184.98,7749696
2022-12-27,VNQ,82.47,2650711
2022-12-28,SPY,327.13,72089818
2022-12-28,QQQ,298.48,29772806
2022-12-28,IWM,141.79,43644847
2022-12-28,EFA,69.05,18289669
2022-12-28,TLT,115.35,15650518
2022-12-28,LQD,118.67,14560204
2022-12-28,GLD,184.74,4401208
2022-12-28,VNQ,80.89,6072922
2022-12-29,SPY,330.44,67007571
2022-12-29,QQQ,301.54,43005366
2022-12-29,IWM,144.06,24543754
2022-12-29,EFA,69.84,21634209
2022-12-29,TLT,115.22,31310534
2022-12-29,LQD,119.4,16187614
2022-12-29,GLD,185.14,8613707
2022-12-29,VNQ,82.35,4944343
2022-12-30,SPY,332.22,108443148
2022-12-30,QQQ,299.69,32041408
2022-12-30,IWM,144.72,22349823
2022-12-30,EFA,69.99,23083822
2022-12-30,TLT,115.85,24583145
2022-12-30,LQD,118.72,14423866
2022-12-30,GLD,186.89,3729010
2022-12-30,VNQ,83.27,9432682
2023-01-02,SPY,329.7,214411708
2023-01-02,QQQ,299.46,47651259
2023-01-02,IWM,145.02,42820165
2023-01-02,EFA,70.29,20904942
2023-01-02,TLT,116.22,16004068
2023-01-02,LQD,118.91,12871150
2023-01-02,GLD,187.12,7447709
2023-01-02,VNQ,83.08,2308415
2023-01-03,SPY,326.97,93431854
2023-01-03,QQQ,300.59,89474501
2023-01-03,IWM,143.68,28619581
2023-01-03,EFA,69.65,34811484
2023-01-03,TLT,115.05,20194370
2023-01-03,LQD,118.24,14368268
2023-01-03,GLD,185.54,7248486
2023-01-03,VNQ,81.35,5041977
2023-01-04,SPY,322.44,114892978
2023-01-04,QQQ,298.22,75610430
2023-01-04,IWM,141.53,31444539
2023-01-04,EFA,68.63,15287158
2023-01-04,TLT,114.79,11932352
2023-01-04,LQD,116.76,12139789
2023-01-04,GLD,185.98,8362079
2023-01-04,VNQ,80.22,3375799
2023-01-05,SPY,319.46,59477013
2023-01-05,QQQ,295.01,63618489
2023-01-05,IWM,142.61,25072457
2023-01-05,EFA,68.91,9808636
2023-01-05,TLT,115.25,29429125
2023-01-05,LQD,116.03,12628087
2023-01-05,GLD,187.12,6370934
2023-01-05,VNQ,79.64,3878347
2023-01-06,SPY,322.85,73236924
2023-01-06,QQQ,298.49,65163519
2023-01-06,IWM,143.78,12086391
2023-01-06,EFA,69.95,28603326
2023-01-06,TLT,115.03,14344400
2023-01-06,LQD,116.71,19140436
2023-01-06,GLD,188.49,8510030
2023-01-06,VNQ,79.46,4157125
2023-01-09,SPY,321.58,64527905
2023-01-09,QQQ,295.86,62021093
2023-01-09,IWM,143.64,42542998
2023-01-09,EFA,69.15,14020459
2023-01-09,TLT,116.84,18528126
2023-01-09,LQD,117.29,9233966
2023-01-09,GLD,190.63,7472399
2023-01-09,VNQ,79.69,4163174
2023-01-10,SPY,314.47,82531977
2023-01-10,QQQ,285.65,17662427
2023-01-10,IWM,140.86,29303236
2023-01-10,EFA,67.91,22879906
2023-01-10,TLT,116.98,7916738
2023-01-10,LQD,116.86,10336185
2023-01-10,GLD,189.28,7759909
2023-01-10,VNQ,79.25,3197872
2023-01-11,SPY,309.52,76176352
2023-01-11,QQQ,277.52,46773171
2023-01-11,IWM,138.45,40493942
2023-01-11,EFA,66.84,23481889
2023-01-11,TLT,116.9,23518261
2023-01-11,LQD,116.22,19144544
2023-01-11,GLD,191.03,11436519
2023-01-11,VNQ,78.14,4184242
2023-01-12,SPY,315.21,82836235
2023-01-12,QQQ,285.5,48326354
2023-01-12,IWM,140.93,24824858
2023-01-12,EFA,68.71,10429364
2023-01-12,TLT,115.19,14054358
2023-01-12,LQD,116.43,10238908
2023-01-12,GLD,190.4,7693329
2023-01-12,VNQ,80.07,5486645
2023-01-13,SPY,312.98,80063328
2023-01-13,QQQ,284.42,54577557
2023-01-13,IWM,138.37,34050781
2023-01-13,EFA,68.47,14532755
2023-01-13,TLT,115.92,24245063
2023-01-13,LQD,116.54,14925321
2023-01-13,GLD,187.86,5791531
2023-01-13,VNQ,79.67,3813035
2023-01-16,SPY,311.76,57443726
2023-01-16,QQQ,281.46,66253849
2023-01-16,IWM,138.03,13058585
2023-01-16,EFA,67.89,18724876
2023-01-16,TLT,117.12,24397895
2023-01-16,LQD,116.23,11376098
2023-01-16,GLD,188.21,10031191
2023-01-16,VNQ,80.21,3884107
2023-01-17,SPY,312.66,81392864
2023-01-17,QQQ,278.03,53374871
2023-01-17,IWM,136.79,40381476
2023-01-17,EFA,68.78,13571046
2023-01-17,TLT,117.48,27347846
2023-01-17,LQD,115.81,19426976
2023-01-17,GLD,190.53,9405217
2023-01-17,VNQ,80.35,6319859
2023-01-18,SPY,310.98,126607849
2023-01-18,QQQ,276.2,24122385
2023-01-18,IWM,135.53,38332113
2023-01-18,EFA,68.96,14828482
2023-01-18,TLT,116.12,16160807
2023-01-18,LQD,115.39,9726126
2023-01-18,GLD,189.85,6383921
2023-01-18,VNQ,78.84,6555290
2023-01-19,SPY,314.25,83473190
2023-01-19,QQQ,281.66,48756697
2023-01-19,IWM,138.42,26350724
2023-01-19,EFA,69.38,23844701
2023-01-19,TLT,116.76,13793893
2023-01-19,LQD,115.71,12890788
2023-01-19,GLD,189.44,8699004
2023-01-19,VNQ,78.06,5222886
2023-01-20,SPY,307.05,68095987
2023-01-20,QQQ,271.98,75104921
2023-01-20,IWM,135.29,23447247
2023-01-20,EFA,68.27,23299716
2023-01-20,TLT,118.55,18273642
2023-01-20,LQD,115.5,13480761
2023-01-20,GLD,192.07,7486966
2023-01-20,VNQ,77.52,3997282
2023-01-23,SPY,303.7,33723084
2023-01-23,QQQ,270.01,81187051
2023-01-23,IWM,133.0,17897639
2023-01-23,EFA,68.6,20305039
2023-01-23,TLT,118.4,22852812
2023-01-23,LQD,114.69,11550609
2023-01-23,GLD,194.56,5668894
2023-01-23,VNQ,77.25,2232038
2023-01-24,SPY,305.07,51495716
2023-01-24,QQQ,273.18,90373747
2023-01-24,IWM,135.73,18656983
2023-01-24,EFA,68.72,27575572
2023-01-24,TLT,117.07,34244021
2023-01-24,LQD,115.02,14415046
2023-01-24,GLD,197.54,2904185
2023-01-24,VNQ,77.33,3367236
2023-01-25,SPY,305.99,55900941
2023-01-25,QQQ,275.89,44650943
2023-01-25,IWM,133.62,25579700
2023-01-25,EFA,69.02,22690168
2023-01-25,TLT,117.41,29065842
2023-01-25,LQD,114.88,33210863
2023-01-25,GLD,195.71,8255046
2023-01-25,VNQ,75.46,2620737
2023-01-26,SPY,306.11,41256877
2023-01-26,QQQ,276.55,34242123
2023-01-26,IWM,136.25,28192591
2023-01-26,EFA,69.48,37580197
2023-01-26,TLT,119.29,21246684
2023-01-26,LQD,116.68,19156531
2023-01-26,GLD,194.16,7299848
2023-01-26,VNQ,76.21,5581632
2023-01-27,SPY,306.95,49920193
2023-01-27,QQQ,272.67,70448453
2023-01-27,IWM,137.32,28457180
2023-01-27,EFA,69.07,25809674
2023-01-27,TLT,117.98,10098659
2023-01-27,LQD,116.26,15388082
2023-01-27,GLD,193.94,7707409
2023-01-27,VNQ,76.11,5911687
2023-01-30,SPY,311.61,68510932
2023-01-30,QQQ,279.24,69745314
2023-01-30,IWM,137.31,15135048
2023-01-30,EFA,70.98,14403107
2023-01-30,TLT,119.22,32711855
2023-01-30,LQD,116.98,18899868
2023-01-30,GLD,196.74,6676058
2023-01-30,VNQ,76.93,5731925
2023-01-31,SPY,307.96,47019447
2023-01-31,QQQ,275.21,95971851
2023-01-31,IWM,137.05,20560361
2023-01-31,EFA,70.55,18739728
2023-01-31,TLT,120.77,38347687
2023-01-31,LQD,116.84,11916163
2023-01-31,GLD,198.92,4065351
2023-01-31,VNQ,76.87,6427000
2023-02-01,SPY,313.09,56004567
2023-02-01,QQQ,277.73,79004459
2023-02-01,IWM,138.0,40039524
2023-02-01,EFA,71.47,17480029
2023-02-01,TLT,118.45,16161031
2023-02-01,LQD,116.58,11979598
2023-02-01,GLD,198.91,10244095
2023-02-01,VNQ,77.12,7795250
2023-02-02,SPY,316.76,64687341
2023-02-02,QQQ,284.04,69593415
2023-02-02,IWM,139.35,40455503
2023-02-02,EFA,71.64,28199969
2023-02-02,TLT,117.48,18842563
2023-02-02,LQD,116.72,22399115
2023-02-02,GLD,201.61,8245472
2023-02-02,VNQ,77.63,6670793
2023-02-03,SPY,317.12,86411060
2023-02-03,QQQ,287.65,63408200
2023-02-03,IWM,139.72,48857790
2023-02-03,EFA,71.33,15827995
2023-02-03,TLT,118.65,25036350
2023-02-03,LQD,118.42,11516877
2023-02-03,GLD,203.05,7549891
2023-02-03,VNQ,78.82,4733552
2023-02-06,SPY,314.04,144712589
2023-02-06,QQQ,284.3,57157663
2023-02-06,IWM,139.14,35364674
2023-02-06,EFA,70.27,24685333
2023-02-06,TLT,118.35,12802985
2023-02-06,LQD,117.52,15831663
2023-02-06,GLD,204.37,7544392
2023-02-06,VNQ,77.56,2792634
2023-02-07,SPY,315.37,130706371
2023-02-07,QQQ,287.56,52210874
2023-02-07,IWM,137.79,37782972
2023-02-07,EFA,70.61,15628436
2023-02-07,TLT,118.59,29175857
2023-02-07,LQD,117.81,11546122
2023-02-07,GLD,203.2,7187955
2023-02-07,VNQ,78.03,5064169
2023-02-08,SPY,312.3,70819061
2023-02-08,QQQ,283.6,94318759
2023-02-08,IWM,137.6,24840452
2023-02-08,EFA,70.19,42795644
2023-02-08,TLT,118.03,15841931
2023-02-08,LQD,117.88,19184805
2023-02-08,GLD,204.28,8340546
2023-02-08,VNQ,77.04,7256607
2023-02-09,SPY,309.5,169168404
2023-02-09,QQQ,282.93,36210322
2023-02-09,IWM,137.65,41310301
2023-02-09,EFA,70.25,13969550
2023-02-09,TLT,118.17,19104625
2023-02-09,LQD,118.02,15910014
2023-02-09,GLD,204.84,11915474
2023-02-09,VNQ,77.15,2823152
2023-02-10,SPY,312.41,55195207
2023-02-10,QQQ,289.68,44292066
2023-02-10,IWM,139.47,25747445
2023-02-10,EFA,71.34,14176036
2023-02-10,TLT,116.06,19058344
2023-02-10,LQD,117.01,19387554
2023-02-10,GLD,203.13,13660056
2023-02-10,VNQ,77.77,6635294
2023-02-13,SPY,315.1,71907109
2023-02-13,QQQ,293.93,40390298
2023-02-13,IWM,139.15,23120092
2023-02-13,EFA,71.69,17387173
2023-02-13,TLT,116.38,24257262
2023-02-13,LQD,117.31,17178758
2023-02-13,GLD,203.7,4257554
2023-02-13,VNQ,76.93,6869803
2023-02-14,SPY,317.25,73424164
2023-02-14,QQQ,296.6,52875335
2023-02-14,IWM,139.2,20623160
2023-02-14,EFA,72.34,15463486
2023-02-14,TLT,113.21,19012880
2023-02-14,LQD,115.59,15221581
2023-02-14,GLD,204.49,10601667
2023-02-14,VNQ,76.89,6492458
2023-02-15,SPY,316.48,84461322
2023-02-15,QQQ,296.21,43586883
2023-02-15,IWM,138.43,34458893
2023-02-15,EFA,72.13,31195554
